"id","gender","sexualstandards_1","sexualstandards_2","sexualstandards_3","sexualstandards_4","sexualstandards_5","sexualstandards_6","sexualstandards_7","sexualstandards_8","sexualstandards_9","complexity_1","complexity_2","complexity_3","complexity_4","complexity_5","complexity_6","complexity_7","sexdrive_1","sexdrive_2","sexdrive_3","sexdrive_4","sexdrive_5","performanceandorgasm_1","performanceandorgasm_2","performanceandorgasm_3","performanceandorgasm_4","player_1","player_2","player_3","player_4","emotionalsex_1","emotionalsex_2","emotionalsex_3","courtship_1","courtship_2","courtship_3","courtship_4","courtship_5","courtship_6","courtship_7","courtship_8","initiators_1","initiators_2","initiators_3","initiators_4","appearance_1","appearance_2","appearance_3","appearance_4","appearance_5","doublestandards_1","doublestandards_2","doublestandards_3","doublestandards_4","doublestandards_5","ammsa_1","ammsa_2","ammsa_3","ammsa_4","ammsa_5","ammsa_6","ammsa_7","ammsa_8","ammsa_9","ammsa_10","ammsa_11","ammsa_12","ammsa_13","ammsa_14","ammsa_15","ammsa_16","ammsa_17","ammsa_18","ammsa_19","ammsa_20","ammsa_21","arranged_1","situation_1","situation_2","situation_3","sex_1","sex_2","sex_3","sex_4","sex_5","sexlocation_1","sexlocation_2","sexlocation_3","sexlocation_4","sexlocation_5","sexlocation_6","contraception_1","contraception_2","contraception_3","contraception_4","contraception_5","metbefore","knownbefore","substances_1","substances_2","substances_3","substances_4","drunkstoned_1","drunkstoned_2","consentboy_1","consentboy_2","consentgirl_1","consentgirl_2","afterfeeling_1","afterfeeling_2","outlookgirl_1","outlookgirl_2","outlookgirl_3","outlookboy_1","outlookboy_2","outlookboy_3"
54,2,2,2,3,3,3,2,2,2,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,2,4,5,2,2,4,2,2,2,2,2,2,5,5,5,2,4,4,2,4,4,4,5,2,4,4,3,5,6,4,2,3,3,3,4,4,2,5,4,6,6,6,4,4,5,6,2,5,5,5,2,3,3,4,2,2,4,4,2,2,2,2,2,4,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,2,4,2,2
55,2,4,3,3,3,3,3,3,4,3,5,5,5,5,5,5,5,4,4,4,4,4,5,4,3,5,4,5,3,3,4,4,3,2,2,2,2,1,1,1,5,4,2,1,5,5,4,5,5,5,5,5,5,6,1,4,3,2,2,1,1,2,1,2,4,4,2,6,4,4,3,1,5,5,5,6,5,5,1,5,3,1,1,4,1,1,1,1,1,1,4,1,5,1,1,1,1,1,5,5,1,1,2,2,5,1,4,1,4,2,4,2,4,4,2,2
56,2,5,4,4,4,3,4,3,4,3,5,4,5,5,3,4,4,4,4,4,4,3,5,3,3,5,4,4,2,5,3,2,3,4,4,2,4,3,3,2,2,4,4,2,4,5,4,3,2,2,3,3,2,3,2,3,2,3,3,2,1,4,4,4,3,3,2,4,3,2,3,2,2,2,6,1,5,1,1,4,4,3,2,4,2,4,4,1,1,1,1,1,1,1,1,1,5,4,2,4,1,1,1,1,1,1,1,3,4,4,5,1,1,5,1,1
57,2,2,2,3,2,2,2,2,2,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,5,4,4,4,4,3,3,3,2,3,1,2,4,1,1,2,2,2,2,2,3,3,2,3,4,2,2,3,2,2,2,4,5,3,3,2,4,3,5,4,2,3,1,4,3,3,1,1,4,4,2,4,3,3,2,4,4,4,4,4,2,4,2,2,2,4,2,4,4,1,1,1,1,4,4,1,1,2,2,2,1,2,3,3,3,3,3,3,2,3,3
58,1,2,2,2,2,2,2,2,2,2,5,5,5,4,4,3,3,2,2,3,3,3,3,2,4,3,2,3,3,4,3,4,2,2,4,1,2,1,1,2,3,4,4,2,2,2,3,2,3,4,3,4,3,4,1,2,4,2,4,3,3,2,3,5,4,4,3,4,5,2,3,4,5,4,5,3,4,5,2,5,4,3,3,3,3,4,4,1,1,1,2,5,5,3,2,1,3,4,4,4,1,1,2,2,1,1,1,1,4,4,3,3,3,3,3,3
59,2,3,5,4,3,3,5,4,4,3,5,6,6,6,6,5,5,6,5,6,6,6,2,2,2,4,4,4,4,3,5,5,4,2,4,2,2,2,2,3,5,4,5,3,4,6,5,5,6,5,6,5,5,3,2,5,3,5,4,5,5,2,3,5,5,5,5,7,2,5,3,4,5,6,6,4,4,2,4,4,5,2,2,4,2,2,2,1,1,1,1,2,4,2,2,1,2,2,4,5,4,1,3,4,4,2,2,2,3,2,1,5,5,4,4,4
60,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,5,2,4,3,2,3,4,1,2,4,6,2,2,2,3,4,5,4,2,5,1,1,1,3,1,1,4,2,2,2,2,1,3,3,3,2,2,5,2,2,2,6,2,2,3,2,4,1,2,4,1,5,5,4,1,4,1,2,5,4,5,5,2,2,1,3,1,1,3,1,2,2,1,1,1,2,4,4,5,2,1,4,4,3,3,1,1,1,1,1,1,1,1,4,4,5,1,1,4,3,2
61,2,4,4,5,4,4,5,4,4,3,4,4,4,2,2,3,1,4,4,4,4,3,1,1,1,4,4,4,4,4,4,4,3,1,2,1,2,2,1,1,1,4,1,2,1,3,4,3,5,2,3,3,3,4,4,4,2,4,1,1,4,1,1,3,4,2,1,1,1,1,2,1,1,1,4,1,5,5,2,2,5,3,5,5,4,4,4,1,1,1,1,3,5,4,3,3,1,4,4,1,1,1,2,1,3,2,2,3,5,4,5,1,1,4,3,3
62,1,4,5,5,4,5,6,4,6,5,6,6,5,5,5,6,4,6,6,5,4,5,3,3,3,5,1,1,1,1,5,5,3,5,6,6,5,5,5,4,5,5,5,4,4,5,2,4,5,6,5,5,5,5,4,7,7,5,5,5,2,4,6,4,2,5,6,4,4,3,4,4,6,4,6,3,5,4,4,3,4,3,2,3,3,5,2,1,1,1,2,3,4,3,2,1,4,4,4,4,1,1,1,1,2,4,4,2,4,4,4,3,2,3,3,2
63,2,2,5,2,4,2,2,5,5,1,6,6,6,6,5,6,5,6,5,6,6,6,5,2,4,5,4,5,3,5,5,4,5,1,1,1,1,1,1,1,4,5,2,6,5,4,6,5,5,4,6,6,6,3,5,6,7,5,4,4,4,2,4,3,6,5,6,5,3,6,2,2,6,6,7,1,4,4,2,2,2,2,2,4,1,4,1,4,1,1,4,1,4,5,1,1,4,4,4,1,1,1,1,1,3,1,1,4,3,2,5,1,1,2,4,5
64,2,4,4,5,4,4,4,4,5,5,4,6,6,5,5,4,4,5,5,4,4,4,3,3,3,5,5,2,3,4,4,4,3,3,4,1,2,2,3,1,1,5,3,3,3,4,1,2,4,4,4,4,4,4,3,4,3,5,2,3,3,1,3,3,4,4,3,5,1,3,2,2,4,5,5,2,5,1,1,4,3,3,4,4,3,4,4,3,1,1,1,3,4,3,4,1,5,5,2,1,1,1,1,1,4,1,2,1,4,4,5,1,1,5,1,1
65,2,5,2,3,3,3,4,4,4,3,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,4,4,2,4,5,5,4,3,4,2,2,3,4,2,4,4,4,4,4,4,5,4,4,5,3,4,4,2,2,2,2,2,1,1,2,1,4,3,4,1,1,1,2,6,3,4,3,2,5,1,5,3,5,2,4,3,4,4,3,1,4,2,4,2,4,4,4,3,3,4,1,2,4,4,2,2,2,2,2,3,2,3,3,3,4,4,3,2,4,4
66,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,2,2,4,4,3,3,3,4,4,4,2,3,3,5,3,5,2,3,3,3,3,2,4,3,3,3,1,1,2,3,4,4,4,2,3,3,4,3,3,1,2,1,1,2,2,2,2,3,3,3,3,3,4,3,2
67,2,4,5,5,4,5,5,2,5,3,5,6,5,5,5,6,5,4,4,4,4,4,4,3,4,4,3,4,3,3,5,5,5,4,4,4,4,5,2,2,5,4,4,4,4,5,3,4,5,2,4,5,5,5,2,4,3,2,3,3,5,3,4,3,5,5,2,5,2,1,2,4,4,2,5,1,1,5,4,2,4,1,1,4,1,1,1,1,1,1,1,1,2,1,4,1,1,1,4,2,1,1,1,1,5,1,2,1,4,1,1,4,5,2,4,4
69,2,2,1,2,1,2,2,2,1,2,4,6,5,5,3,4,3,2,2,2,2,4,3,2,3,5,3,3,2,3,4,4,4,2,4,1,3,1,1,1,2,2,1,1,2,4,4,2,3,4,3,4,4,2,1,2,1,1,1,2,1,1,5,2,1,1,1,2,1,1,2,1,1,1,2,1,4,2,1,1,4,4,4,4,4,2,2,1,1,1,5,5,5,1,1,1,1,1,4,4,2,2,2,2,1,1,2,1,5,5,4,2,1,4,4,2
70,2,5,5,6,5,5,4,3,3,6,5,6,6,6,5,6,5,5,5,5,5,4,2,1,2,4,5,4,1,5,6,6,4,5,5,2,5,4,2,2,3,5,2,2,5,5,4,1,6,4,5,5,5,4,3,3,2,5,1,2,4,4,5,2,7,4,3,5,3,1,5,2,4,5,5,1,5,4,2,1,5,4,4,5,2,2,4,2,1,1,2,4,5,5,1,3,3,4,4,4,1,1,3,3,2,1,1,1,4,4,4,2,2,4,2,2
72,1,4,3,3,4,3,4,3,3,4,5,6,5,5,3,4,4,5,4,5,4,4,5,4,5,5,5,5,4,5,3,3,3,4,3,2,5,5,4,1,4,3,4,3,5,5,5,4,5,4,2,4,3,2,3,5,6,5,4,5,5,6,3,6,5,3,3,3,3,2,3,5,5,5,6,5,5,5,4,3,4,3,2,3,3,5,4,2,1,2,2,5,5,4,1,1,4,4,1,3,1,1,1,1,1,1,1,2,4,4,4,2,2,4,2,2
73,2,6,2,5,6,5,2,5,5,1,5,5,6,5,5,1,2,1,1,1,1,1,6,6,6,6,1,6,1,1,5,5,3,1,1,5,1,1,1,1,1,5,2,2,1,5,1,1,1,1,1,1,5,1,1,1,3,1,1,5,5,5,1,1,1,1,5,1,5,3,5,1,1,1,1,1,5,4,4,2,5,2,1,4,2,3,2,1,1,2,1,5,5,1,1,1,2,1,5,5,1,1,4,4,5,1,3,1,4,4,2,4,5,1,5,5
74,1,4,4,4,4,4,3,4,3,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,3,3,5,4,3,4,3,4,2,5,5,4,4,5,3,4,3,3,4,4,6,4,3,4,5,3,2,4,5,4,5,5,4,4,2,3,3,4,5,4,4,5,4,5,2,4,4,2,4,4,4,4,4,4,4,5,3,1,3,2,4,4,5,2,4,3,4,4,4,2,2,3,3,4,2,4,2,4,4,4,4,2,4,4,2
75,1,4,2,4,3,4,4,3,2,2,4,4,3,3,4,4,3,2,2,2,2,2,4,4,4,4,3,3,3,3,4,4,3,3,3,1,2,3,2,3,3,4,3,3,4,5,4,5,5,4,2,3,2,2,3,3,3,3,3,3,2,2,2,4,5,3,2,5,3,1,2,2,3,6,5,2,5,5,4,2,4,3,5,3,3,4,4,4,1,1,4,5,4,4,4,4,1,1,4,4,1,1,1,1,1,2,2,2,4,3,4,4,4,4,4,4
76,1,3,3,3,4,4,3,3,4,4,6,5,5,5,5,5,6,4,4,4,4,3,4,2,4,5,3,2,3,3,4,4,2,4,4,3,2,5,5,2,5,5,3,3,3,4,4,4,4,4,4,4,3,4,4,4,5,5,3,5,6,3,3,6,5,3,5,5,3,1,2,4,3,5,5,5,5,4,4,2,4,4,4,3,4,2,5,1,1,2,4,2,2,4,4,5,2,3,5,5,1,2,3,3,1,4,2,2,4,4,4,2,2,4,4,2
77,1,1,1,1,1,1,2,2,1,1,4,4,6,4,3,2,3,1,1,3,1,2,3,4,4,5,3,4,5,4,2,1,2,1,4,1,1,2,2,1,1,4,1,1,4,4,2,3,3,4,2,3,2,2,4,1,4,1,2,2,2,2,2,5,4,2,2,2,4,2,4,1,2,2,2,2,5,5,4,2,5,3,2,3,1,3,4,3,4,1,1,5,5,3,2,2,4,4,4,4,2,2,2,2,1,4,2,2,5,4,4,2,1,4,1,1
78,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,5,3,2,2,2,2,1,4,4,4,5,3,3,3,4,3,2,2,1,3,1,1,2,1,2,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,3,1,4,2,2,4,4,4,2,3,4,4,4,2,2,2,4,4,4,4,2,2,4,4,4,4,2,1,1,1,2,2,3,3,4,4,4,2,2,4,3,3
79,2,1,1,1,1,2,1,1,1,1,4,4,2,4,3,3,2,4,3,5,4,4,4,2,2,5,2,4,5,4,5,4,1,1,5,1,2,1,1,1,2,3,1,1,2,4,3,3,4,4,3,3,4,2,1,4,3,5,2,2,2,2,6,5,4,2,3,5,5,2,2,1,1,4,5,2,5,5,3,4,4,4,5,4,4,5,2,1,2,1,1,5,5,1,1,2,3,3,4,5,2,1,3,3,1,1,5,1,5,5,3,3,2,3,3,2
80,2,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,2,4,5,4,5,3,3,3,4,3,2,3,4,1,1,3,4,3,3,2,4,3,4,4,3,4,3,4,2,4,2,3,4,2,2,2,3,5,2,5,2,1,5,3,4,3,2,3,2,3,2,4,2,2,4,4,2,3,5,1,4,4,1,1,1,1,4,4,1,1,1,5,5,4,4,1,1,2,2,1,2,1,1,4,4,5,1,1,4,2,2
82,2,1,1,1,1,2,1,2,4,2,6,6,6,5,5,5,5,5,5,5,5,5,3,2,2,4,3,4,5,3,5,5,5,3,4,2,1,3,2,2,4,4,2,3,2,5,5,4,4,4,5,5,3,3,2,4,4,4,2,3,2,4,2,4,6,2,2,5,2,4,3,1,5,6,1,1,4,4,4,1,4,4,4,5,3,1,4,1,1,1,3,4,5,4,1,1,3,3,4,4,1,1,2,2,2,2,1,1,4,4,2,2,1,2,2,3
83,2,3,2,3,3,2,4,3,2,2,5,5,5,5,5,5,5,3,2,2,5,5,4,3,4,5,4,5,3,5,4,3,4,4,3,1,2,2,2,3,3,4,3,2,3,4,2,3,4,3,3,2,2,2,2,1,2,2,1,2,1,1,1,1,5,1,3,3,1,2,1,1,2,6,3,1,2,4,1,1,5,4,2,4,4,2,4,2,4,1,4,5,5,1,2,1,1,1,5,5,2,1,2,2,3,1,3,1,3,3,2,4,4,2,4,3
84,2,2,3,3,3,2,3,3,3,2,6,6,6,5,4,5,5,5,4,4,5,4,4,2,2,4,3,4,4,2,4,5,4,3,5,4,2,4,2,1,1,4,2,4,4,4,4,4,5,4,4,4,4,2,2,5,5,5,4,4,3,4,5,3,4,4,4,5,5,3,5,5,3,5,2,4,5,4,4,2,3,3,3,4,2,4,2,2,1,1,3,5,5,1,1,1,1,4,5,5,1,1,2,2,4,1,4,2,4,4,4,2,2,3,3,2
85,1,5,5,6,5,6,5,6,6,5,1,1,3,1,1,1,1,3,3,1,3,1,2,3,4,5,5,5,5,5,5,6,5,1,1,1,4,3,5,2,4,6,2,2,5,5,3,4,5,1,1,1,1,1,2,4,4,4,5,2,4,3,2,1,6,2,2,5,5,1,5,1,5,4,6,2,5,1,1,5,3,3,1,2,2,3,3,3,1,1,1,5,5,5,2,1,3,5,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,5,1,1
86,2,4,3,4,2,2,3,3,4,3,4,4,5,5,4,5,3,5,3,5,4,4,3,3,5,3,2,2,2,2,5,5,4,2,3,3,3,3,3,1,3,6,4,5,2,4,2,4,4,3,3,4,3,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,4,2,4,1,2,4,3,3,3,3,3,2,3,2,2,2,2,4,4,2,2,2,2,5,1,1,1,1,1,1,2,3,3,3,4,4,4,2,4,3,3,3
87,2,4,3,3,3,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,3,6,6,5,5,5,5,5,5,5,3,5,3,3,2,4,3,5,4,5,5,4,5,5,5,5,4,6,4,3,2,6,2,2,1,1,2,6,2,2,2,1,2,2,6,1,2,2,6,3,1,4,5,2,1,3,2,4,5,2,2,4,1,1,1,1,4,5,2,2,4,4,4,5,5,1,1,3,3,3,1,2,2,4,4,4,4,4,4,4,4
88,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,3,5,4,4,3,4,4,4,4,3,3,3,3,3,2,2,2,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,2,2,3,2,2,4,5,2,2,5,3,6,2,3,2,2,5,2,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,2,3,3,4,3,2,3,4,3,3,3,2,1,3,1,1,2,3,3,3,3,3,3,3,3
89,1,3,3,3,6,5,3,6,4,4,5,5,6,6,3,3,1,6,4,6,5,6,6,5,6,5,6,4,6,6,6,6,1,5,6,1,4,6,6,1,6,6,3,4,5,5,5,4,5,4,1,5,6,5,5,6,7,2,6,6,6,6,5,7,4,6,6,7,5,7,7,4,7,4,7,6,4,3,2,4,4,3,2,1,5,4,3,1,1,1,2,5,3,3,1,3,5,5,5,5,1,1,4,4,1,1,1,1,3,3,3,3,3,4,1,1
90,2,6,6,5,5,5,4,5,4,5,4,5,5,4,5,4,2,5,3,3,4,4,5,5,5,5,4,4,1,3,5,4,4,5,2,4,3,5,2,5,4,6,6,6,4,5,4,4,5,4,4,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,6,2,5,4,2,5,4,6,2,5,3,4,1,1,1,1,3,1,1,3,1,1,1,1,3,3,5,1,2,1,1,1,1,1,1,1,1,3,3,2,1,4,4,4,2,1,4,3,1
91,2,4,2,4,2,5,4,3,2,3,4,4,4,4,4,4,3,4,3,4,4,3,5,4,4,6,5,5,3,4,3,4,3,1,2,1,1,1,1,1,2,5,3,3,3,2,3,1,4,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,2,1,1,1,1,1,5,2,3,4,4,4,2,4,2,5,4,1,1,1,2,5,5,3,1,1,4,4,4,3,1,1,1,1,2,2,2,2,4,4,4,2,1,3,3,3
92,2,4,3,6,2,5,4,4,3,3,4,5,6,5,4,5,4,5,6,6,5,5,5,4,5,5,3,4,5,5,4,4,3,4,4,1,4,3,4,1,4,5,4,4,4,4,2,4,5,3,5,3,4,5,4,4,5,5,4,3,2,2,5,2,5,4,5,3,4,4,3,5,5,5,5,1,3,4,4,2,4,3,3,4,1,2,4,1,1,2,4,1,4,1,3,4,4,4,4,4,1,1,2,2,4,1,3,1,4,4,4,1,1,4,1,2
93,1,5,5,5,4,5,6,5,4,6,5,4,3,5,5,5,3,5,5,3,4,3,3,3,2,3,4,5,1,5,4,4,4,5,5,2,4,3,3,3,5,5,3,3,3,4,4,3,4,3,3,4,4,2,4,3,4,4,4,4,4,4,5,5,3,5,6,5,3,2,3,2,5,3,6,5,5,4,4,3,4,3,4,4,3,4,4,2,2,2,3,4,5,4,2,1,3,4,4,4,1,1,1,1,2,2,2,2,4,4,4,2,2,4,2,3
94,2,4,3,4,4,3,4,4,2,4,5,4,4,5,4,4,4,5,4,5,4,4,2,1,3,3,5,5,3,5,4,4,4,2,3,1,2,2,3,3,2,5,4,5,3,4,3,3,4,3,3,4,5,3,2,1,5,3,1,1,1,4,2,5,2,1,4,2,5,4,4,4,2,4,2,1,5,4,1,2,1,1,5,5,2,3,3,1,1,1,1,1,5,1,1,1,1,1,4,4,1,1,2,2,1,1,1,1,5,5,5,1,1,5,1,3
95,2,4,4,5,4,3,4,3,4,2,5,5,5,5,4,5,3,5,4,4,5,5,5,3,3,4,3,3,2,3,4,4,4,4,4,4,3,1,1,2,2,5,3,3,3,5,3,3,5,3,4,4,4,3,3,4,5,4,5,4,2,4,4,4,5,4,4,5,3,5,3,4,4,5,5,3,4,4,3,2,3,2,3,4,2,1,1,1,2,2,3,4,4,5,1,1,4,4,3,4,1,1,1,1,2,2,2,2,3,2,4,2,3,2,4,3
96,2,2,4,4,2,4,3,1,1,1,4,4,4,4,4,5,4,6,1,5,5,1,4,2,2,4,4,4,4,4,4,4,4,4,3,1,1,4,1,4,3,5,1,1,2,3,3,4,4,2,6,2,5,2,1,4,1,5,1,1,2,2,1,2,4,1,2,3,2,1,2,1,3,5,2,2,5,3,4,4,4,4,2,4,4,4,4,1,1,1,2,4,5,1,2,4,3,4,4,4,1,1,2,2,1,1,1,1,4,4,4,2,3,4,3,2
97,2,1,1,1,1,1,1,1,1,1,2,3,3,3,4,3,2,2,2,2,1,2,5,4,5,5,3,3,3,4,5,4,4,1,3,1,2,4,4,1,4,4,3,4,4,6,3,5,4,4,1,1,3,1,1,1,1,3,1,2,1,1,1,2,5,1,2,1,1,3,4,3,1,2,3,1,5,4,4,4,3,3,2,4,3,4,4,2,1,1,3,5,5,4,1,1,4,4,3,1,1,1,1,1,2,1,2,1,4,4,5,1,2,5,1,2
98,2,2,2,3,2,3,3,2,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,3,2,2,1,1,1,1,1,1,2,1,2,2,2,1,4,4,3,3,5,3,2,1,4,4,4,4,3,3,3,3,4,4,2,4,3,2,2,3,2,4,2,4,4,5,5,2,1,3,1,4,3,1,2,3,3,1,1,1,5,5,1,1,1,2,4,3,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3
99,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,6,6,6,6,3,1,1,1,1,6,6,6,6,4,6,5,1,4,2,1,5,2,2,4,3,4,4,5,6,5,5,5,5,6,5,2,1,1,1,3,5,1,1,2,2,1,6,2,5,1,7,3,1,2,1,2,1,4,1,5,5,2,1,5,3,2,5,2,4,2,1,1,1,2,5,5,1,1,1,4,5,5,5,1,1,2,2,1,1,1,1,5,5,5,2,2,4,2,2
100,2,2,2,4,2,2,2,2,4,3,5,5,5,5,5,6,5,6,5,6,5,5,1,1,2,2,5,5,5,5,5,6,2,2,1,1,2,1,1,1,1,4,2,1,1,3,5,4,3,1,3,5,4,5,2,2,2,2,1,1,1,1,1,1,2,1,3,2,3,6,4,1,3,3,5,2,1,1,1,3,4,4,4,5,3,1,4,2,1,1,5,2,4,1,4,1,1,1,4,5,3,2,2,4,4,2,2,4,4,3,4,2,2,3,2,2
101,1,3,1,2,1,3,2,1,1,2,4,4,6,4,4,1,4,4,4,4,3,4,5,2,1,4,4,5,4,5,3,4,3,2,3,1,1,5,1,2,1,1,1,2,2,4,3,2,4,4,6,4,4,1,1,2,2,3,2,2,2,2,2,2,2,2,4,2,4,3,2,2,2,4,5,2,5,4,3,4,5,3,3,4,4,5,4,4,4,2,3,2,4,4,4,4,3,4,4,4,2,2,1,2,1,1,1,1,4,4,3,3,2,3,3,2
102,2,2,1,2,2,2,2,2,4,2,6,6,6,6,5,4,4,1,1,1,1,1,6,5,5,6,4,5,4,4,6,6,3,4,5,2,3,5,5,4,6,6,4,2,4,5,5,5,5,5,6,4,4,6,2,5,6,5,4,6,6,5,6,5,3,2,2,2,5,3,5,2,2,6,6,6,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,5,4,4,4,5,3,4,5,5,1,1,4,4,3,3,1,4,4,4,1,4,2,1,4,2
103,2,1,1,1,1,1,2,1,1,1,5,5,4,5,4,4,5,2,1,5,2,4,6,6,5,6,4,5,5,5,2,4,3,1,1,1,1,2,1,1,1,3,1,1,1,2,2,3,3,3,3,3,2,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,3,5,2,1,1,1,4,1,4,4,4,2,3,2,4,4,2,1,4,2,1,2,4,5,5,4,1,1,4,5,4,4,1,1,1,1,2,1,2,1,4,4,4,2,1,4,2,1
104,2,4,5,4,5,4,4,4,4,4,5,6,5,6,6,6,6,6,6,6,6,5,4,3,6,4,4,5,2,5,6,6,3,5,4,6,5,5,4,4,3,6,4,5,5,6,5,4,4,5,6,4,6,6,3,6,5,5,5,2,5,4,6,4,5,2,4,7,7,7,7,5,2,6,6,7,4,5,3,5,5,5,4,5,4,5,4,1,1,1,4,1,5,3,1,1,2,1,4,4,1,1,2,2,2,1,1,1,4,4,2,1,3,3,4,2
105,2,4,4,4,4,4,4,4,3,3,5,4,3,5,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,2,4,3,4,3,5,4,4,5,4,4,4,4,4,3,2,4,3,2,2,2,3,3,5,4,2,3,4,4,5,3,3,2,3,4,2,5,3,3,4,4,4,3,5,2,3,4,1,2,1,2,1,2,4,2,1,1,2,3,4,3,2,2,2,1,2,2,1,4,4,3,3,2,3,3,3
106,1,1,1,1,1,1,3,1,1,2,6,6,6,6,6,4,4,5,4,5,4,3,3,3,2,3,3,3,3,4,2,4,2,2,4,1,1,1,1,1,2,4,3,3,4,2,3,2,5,3,5,3,4,4,1,3,2,3,1,1,1,3,2,1,4,2,2,1,2,7,3,1,5,2,4,1,5,4,3,4,5,4,5,4,4,2,5,1,2,2,1,4,5,5,1,1,1,3,4,4,1,1,2,2,1,1,1,1,5,5,3,3,2,3,3,2
108,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,4,4,2,3,3,1,1,1,1,5,5,3,1,1,3,3,3,3,3,2,1,1,3,2,3,3,3,3,4,3,2,3,3,3
109,1,4,3,3,4,4,3,4,5,3,5,5,5,5,5,4,4,4,3,3,3,3,5,5,5,5,5,5,4,6,4,4,3,3,4,3,3,4,4,3,4,5,4,4,3,4,3,5,4,3,3,5,5,5,3,5,5,5,4,3,4,4,5,4,4,2,5,5,2,4,3,1,5,4,3,3,4,4,4,4,2,2,3,3,1,3,4,1,1,3,2,3,3,4,4,2,3,5,2,2,3,3,1,1,2,1,3,4,4,4,4,2,4,2,2,2
110,1,5,4,4,4,4,4,4,4,4,5,5,6,4,5,4,4,4,4,4,5,4,5,4,5,6,4,4,3,5,4,4,2,4,4,2,4,4,4,2,4,4,3,3,4,4,4,4,3,4,4,5,4,3,2,5,4,2,2,3,2,4,4,5,6,2,5,6,4,4,4,2,6,2,4,2,5,4,3,2,4,4,4,3,3,4,4,1,1,1,2,3,4,2,3,2,4,4,4,4,1,1,2,2,2,2,3,2,4,4,3,4,3,3,4,1
112,1,4,4,4,3,4,5,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,5,4,5,3,2,3,3,4,4,3,4,4,2,4,3,4,3,3,5,2,2,4,4,3,4,4,4,3,5,4,4,4,5,4,5,5,5,5,4,5,5,4,3,2,4,3,4,5,4,5,5,5,2,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,4,3,3,3,4,4,4,3,1,1,3,3,1,1,1,1,4,4,4,1,1,4,1,1
113,2,4,3,3,2,3,3,2,2,2,5,6,6,5,4,5,4,4,5,5,4,4,5,4,4,5,3,3,3,3,4,4,4,4,3,3,4,2,2,2,4,5,3,3,4,4,2,4,2,4,4,3,3,2,2,2,2,5,1,1,1,1,4,2,4,2,2,2,3,5,3,1,3,5,4,1,5,4,4,2,2,2,4,4,3,4,3,1,1,1,4,5,5,3,1,1,4,4,4,4,1,1,2,2,1,1,1,1,4,4,5,1,1,5,1,1
114,2,1,1,1,1,2,2,2,1,2,5,5,6,5,4,4,4,5,5,5,5,5,5,4,5,5,3,2,3,3,4,4,3,2,4,1,1,1,1,1,1,6,1,1,2,2,2,3,3,2,3,2,3,1,2,2,3,1,2,2,1,1,2,4,4,1,1,1,1,7,4,1,1,7,4,1,3,3,3,3,3,2,1,2,2,3,3,2,4,2,2,3,3,3,2,2,3,4,4,4,1,1,3,3,1,1,1,1,4,4,3,4,4,3,3,3
